municipio,taxa_de_escolarizacao_(%)_total,taxa_de_escolarizacao_(%)_por_grupos_de_idade_0_a_6_anos,taxa_de_escolarizacao_(%)_por_grupos_de_idade_7_a_14_anos,taxa_de_escolarizacao_(%)_por_grupos_de_idade_15_a_17_anos,taxa_de_escolarizacao_(%)_por_grupos_de_idade_18_a_24_anos,taxa_de_escolarizacao_(%)_por_grupos_de_idade_25_anos_ou_mais
Pocao,31.759552428864414,41.34968944046319,89.17451245768959,67.10410041042796,27.742488416142265,3.165728841467773
Pombos,33.82889241382232,36.59939572283159,93.0686450893081,70.22607008228701,28.740836469202723,4.776146592779137
Primavera,32.779168490621885,26.35226890688221,95.05905918244352,64.2193351365338,29.255434767526584,2.9909831823947157
Quipapa,31.42457536737599,15.241731371291712,83.58145929971788,65.95399325254938,29.415583387464565,3.502246406451251
Quixaba,35.81809890688979,31.475889620676174,94.35869882534197,72.53306237362351,27.74676545387053,3.9438982114858065
Recife,34.07095193710432,50.873906142772306,95.71683755229763,84.33330662842698,43.94209604384713,5.753365045261795
Riacho das Almas,27.49712848918266,26.21284369365077,91.16665793062796,64.13280184484937,20.21889302901961,2.490856081911556
Ribeirao,31.494574852898005,27.09011947642319,86.01670560442425,71.67078764903164,33.37706070091183,4.732457714653382
Rio Formoso,35.52731618527779,27.144791645152466,88.08118122704664,66.9575781860986,34.19801030042151,6.675089576879648
Saire,26.394674076120655,25.587386494108998,88.36314739134993,59.508169925941125,23.73476409780684,2.2304156939577524
Salgadinho,34.13812036508831,26.19423440114942,93.27983598195479,82.69670602627744,36.46521280324993,2.4938173275933324
Salgueiro,32.84638161490316,27.02536088236681,91.47781542010233,71.39490764111848,34.667335625446064,4.473060320942112
Saloa,31.259153745580946,34.0470724971901,92.95847311818974,69.65068151919421,27.8680364605827,2.336764003581891
Sanharo,31.246753615848938,40.70144376174208,94.2733807371367,71.348164026034,28.314377161204145,1.3053359654920602
Santa Cruz,32.141983806815084,15.740657017840084,84.2806634600998,69.69176937641338,34.32561015357634,8.574257300463884
Santa Cruz da Baixa Verde,32.978217312468146,30.864970956050424,94.87012712723013,73.83715733000673,31.48321058585425,2.4381679828451737
Santa Cruz do Capibaribe,27.686474768016883,39.018874562005365,87.27030904722629,54.27160147511883,14.390876613962087,2.6703540242693746
Santa Filomena,31.623895266136838,14.953396134434405,87.22866312794312,66.25892320495605,33.13577101811715,5.508489863141467
Santa Maria da Boa Vista,38.72459405575539,26.901218237920133,91.31251352541064,77.13243709146003,39.58356386878155,7.859948176370704
Santa Maria do Cambuca,30.457821131209588,25.635465041635268,91.76583795196002,63.39007624268667,23.485840975066967,3.2448800973733767
Santa Terezinha,32.435360365059104,29.056541841085178,91.27278544919476,63.245434535945854,25.69353197694654,4.522961335519791
Sao Benedito do Sul,32.454256892833925,15.716359149757395,91.41816840731887,68.93031473930945,29.746635073230582,5.797389073634233
Sao Bento do Una,27.785599670924043,13.114172118315496,85.00550212427646,65.86722403936082,23.11194040946555,2.871040997284848
Sao Caitano,31.001560725862078,30.088618559784663,89.46491978773072,67.09387029589159,27.327409982085836,3.9006154322209046
Sao Joao,32.6961873103857,28.40053851943669,91.98244546408783,66.06940992029055,32.04471713410646,4.286772456091556
Sao Joaquim do Monte,27.936446841972916,19.06964954801692,87.2927812084615,61.53715166451359,27.86703871268637,2.870673724184901
Sao Jose da Coroa Grande,34.97584007402091,31.595366019433623,94.21620957579172,63.072765307088005,28.383366111919067,5.131509419135757
Sao Jose do Belmonte,33.41262939641627,26.65266457775245,92.92737545427775,63.111125646381026,34.414512269241,3.756639327349922
Sao Jose do Egito,30.469577544692704,36.05404560394933,93.89907201124855,70.12865736436747,28.206364637320007,2.3934951208444266
Sao Lourenco da Mata,34.42400125525551,41.515897077067024,92.41833223434882,81.0898531084921,33.29305436241701,4.6937284956772745
Sao Vicente Ferrer,32.51584616107858,28.942872809120534,90.98524037221335,60.81208562244773,32.20111608965509,2.225944802865661
Serra Talhada,32.07099483690524,25.33429856922523,91.89903474208634,74.69596425727626,32.29113876408463,4.659478170654554
Serrita,35.710587134244456,22.857514520523864,92.03302913114169,70.86603274314123,37.4944118627065,6.325343560949502
Sertania,32.11407244586519,32.516563920209315,92.60412770904617,75.73237399357289,29.615072070302915,3.365826182024195
Sirinhaem,34.70164833994797,29.543696531578394,88.9814706386587,70.48638992663474,26.743464376726212,5.835301647980523
Solidao,34.64922769244802,26.579218180509862,93.23543567551339,73.11614768349847,26.28292188189329,2.595682560010281
Surubim,30.6646007635725,37.43007986685632,90.96465411272241,61.58747575014999,25.96123579811635,3.971504895646828
Tabira,31.09382737079352,31.28082621841112,93.24295414648222,62.448535389403546,29.03912350724912,3.850413815085924
Tacaimbo,32.792625049969175,25.61325612008318,90.74650431898831,67.73838755413051,32.28083858149331,2.985958112222189
Tacaratu,34.47675438215237,26.00461919522053,94.48691741925663,75.91930249334102,31.590389795142627,3.257253680722996
Tamandare,34.93532704733877,27.79740348036912,90.81339957374195,67.00191142263394,29.14300799194065,6.428773214512142
Taquaritinga do Norte,27.96571006596945,32.42592373329318,87.74840832025829,59.081736614292566,17.464229506407314,2.6551737991109094
Terezinha,32.70053534947412,22.32545248536431,94.81962837013414,75.63645842009309,26.113790717173945,3.253074058515357
Terra Nova,31.00477473949852,39.67347379870753,89.15474452701756,63.853486772663295,27.30836087470111,2.0426771023614068
Timbauba,31.25755530820137,36.447462961986254,89.80931928799914,65.55330555996764,28.421930911832444,2.880807457978841
Toritama,25.00867521766052,27.187087277960547,82.18941184423757,37.27559265811337,13.918748790917482,1.9584441315571577
Tracunhaem,33.849575794152294,36.16044731031241,91.22915436258123,72.28994526110635,30.565002181733224,4.345054984525209
Trindade,31.68588090825687,18.81738151170617,90.29535882932237,65.06706821391859,30.54584523127489,4.3583521602183914
Triunfo,35.88059051761864,41.729821115166146,95.96895582231923,76.52697453280337,36.85518531086924,5.5234189349093485
Tupanatinga,34.66200367926983,23.006889039420304,92.66877255211202,64.4754845873955,33.55164869643248,4.427901619317195
Tuparetama,31.38632122797485,46.449165760801726,92.2300567396739,70.53694506599525,26.143762608452697,2.288597037679208
Venturosa,34.80438622037269,41.82715237054912,93.58095633932236,74.17782545490795,29.33182012781811,4.331947542138023
Verdejante,33.967369633692485,31.315235345921632,91.3816596479213,80.9568102265335,31.149993786243062,2.2592176953866634
Vertente do Lerio,35.36162292491937,37.4161702795889,93.49438498696033,68.5225969974571,23.307447255203286,2.809502918138687
Vertentes,25.933553786489057,30.988411464157284,87.64805307606356,50.80245266464294,17.66668650191082,1.2594272243088471
Vicencia,38.89654228787903,31.09597165411363,93.61005892754655,77.19856501882715,35.039526024888104,10.32114833749857
Vitoria de Santo Antao,30.54263641342942,38.45876056630589,89.92558574763626,65.95930362065275,28.57214368758743,2.951769015386413
Xexeu,33.61214884368643,25.6551957228631,90.47784448794751,64.80629463790926,29.866764190935914,4.2357120655359015
