municipio,populacao_residente_por_cor_(%)_(1)_branca,populacao_residente_por_cor_(%)_(1)_preta,populacao_residente_por_cor_(%)_(1)_parda,populacao_residente_por_cor_(%)_(1)_amarela,populacao_residente_por_cor_(%)_(1)_indigena
Solidao,58.32681557914513,0.5454721670498912,40.29888785174717,0.0,0.0
Surubim,49.75035985219113,3.6614943996569433,46.03704368908866,0.0487998871664605,0.0
Tabira,56.176604803249894,1.7529362725614843,41.34462547646447,0.3311589997184796,0.0
Tacaimbo,44.05387876621402,1.4369245725123772,53.86182149191258,0.0,0.0
Tacaratu,27.072314619355332,4.933918508375315,55.10082581938639,0.0,12.796843149805326
Tamandare,20.694528152333934,4.891262993470785,73.67360326662104,0.06539765435963685,0.0
Taquaritinga do Norte,48.78695037317697,1.8282728846595917,47.66081938395121,0.04800730905531026,0.45473417842053987
Terezinha,34.07692901260801,1.3171632221107334,64.39276524354091,0.0,0.0
Terra Nova,23.246407943756598,4.292170214447265,71.88459116142502,0.0,0.2230928395864795
Timbauba,37.17974899412471,2.781291082941909,59.48897505652933,0.10806825241824015,0.0
Toritama,42.53560751630727,0.9448477904959208,55.66858691169108,0.0,0.06077918284347921
Tracunhaem,25.070912017973008,1.3203604591855098,73.14199409868027,0.0,0.06578299290037395
Trindade,33.41970365190837,3.754122517856869,61.538040060093635,0.35524094879420326,0.146234168582919
Triunfo,33.870983250616234,1.9113116281540148,63.94098597423271,0.031224115301087176,0.0
Tupanatinga,35.45126365186237,3.880311086221597,59.92856583622005,0.028316908033090605,0.33561481664133247
Tuparetama,41.42170527202638,5.263481621758825,51.8231356490731,0.23911680118803824,0.5531313053130117
Venturosa,56.466206184030675,3.3410105236766525,39.909372288425104,0.0,0.03490855147880554
Verdejante,23.940593874976678,1.6909923593638336,73.88244847728352,0.0,0.0
Vertente do Lerio,39.40858067123551,0.9717043182864501,58.29664048097328,0.05802169892146428,0.0
Vertentes,54.02248818720854,6.297160296926231,39.09577311431284,0.0,0.0
Vicencia,36.675857606627446,6.294400760382538,56.69387085482318,0.0,0.07524693143493649
Vitoria de Santo Antao,47.70127059093589,4.0862519282958365,47.278854846509454,0.11316210295199819,0.18333896628771718
Xexeu,31.243612057374854,3.156472451077846,65.0421443341683,0.0,0.22291440008464727
