municipio,populacao_residente_por_grupos_de_idade_(%)_0_a_3_anos,populacao_residente_por_grupos_de_idade_(%)_4_a_6_anos,populacao_residente_por_grupos_de_idade_(%)_7_a_14_anos,populacao_residente_por_grupos_de_idade_(%)_15_a_17_anos,populacao_residente_por_grupos_de_idade_(%)_18_a_24_anos,populacao_residente_por_grupos_de_idade_(%)_25_a_59_anos,populacao_residente_por_grupos_de_idade_(%)_60_a_64_anos,populacao_residente_por_grupos_de_idade_(%)_65_anos_ou_mais
Surubim,7.811636948680091,5.80898791766582,17.173517908192718,7.122153057109312,14.063597275910114,36.699052273972086,2.84726915422997,8.473785464240327
Tabira,8.140657446105806,6.164961267117918,17.815719330277037,6.75951649185942,13.626936863339601,36.380635777924006,2.955607457303553,8.155965366072996
Tacaimbo,7.584139829920611,5.914975488942398,20.907875791477533,6.8471130209030715,13.550640248510536,34.533835434616336,2.7932313824979826,7.868188803132041
Tacaratu,9.395643586935845,6.622270006176273,20.00805739464218,7.709680296668843,13.131452132145055,33.35868039330889,2.797369386971892,6.976846803151308
Tamandare,9.286888349309733,7.975423543987289,20.08506383713825,7.509047389081859,14.619301664632555,34.182049650262734,2.1865537545065883,4.1556718110811675
Taquaritinga do Norte,8.02564119830762,6.2481946285240815,18.20579164702061,6.318103648466805,13.533088333837384,37.04509793999337,3.012980633160996,7.611101970689574
Terezinha,8.978942175481196,6.908468349745444,20.46867078967768,6.834343781998152,11.93299575984759,32.70607755061628,3.084909538380888,9.085592054253079
Terra Nova,8.236828551797256,6.534248705151194,17.644458789023933,6.86327588259419,15.004242073656574,36.35275339276636,1.713986854760001,7.650205750250392
Timbauba,7.938941947567122,6.640559614555676,17.71234815487685,6.947140958250866,14.611218441573746,36.472428214896944,2.758705731748299,6.918656936530317
Toritama,10.04086337082533,5.896560895496378,18.09927298125601,7.429932547592401,15.753553691231653,35.50000000017901,1.988324143972588,5.291492369446878
