municipio,"pessoas_de_60_anos_ou_mais_de_idade,_com_rendimento_total","pessoas_de_60_anos_ou_mais_de_idade,_com_rendimento_por_classes_de_contribuicao_no_rendimento_medio_mensal_familiar_ate_10%","pessoas_de_60_anos_ou_mais_de_idade,_com_rendimento_por_classes_de_contribuicao_no_rendimento_medio_mensal_familiar_mais_de_10_a_30%","pessoas_de_60_anos_ou_mais_de_idade,_com_rendimento_por_classes_de_contribuicao_no_rendimento_medio_mensal_familiar_mais_de_30_a_50%","pessoas_de_60_anos_ou_mais_de_idade,_com_rendimento_por_classes_de_contribuicao_no_rendimento_medio_mensal_familiar_mais_de_50_a_90%","pessoas_de_60_anos_ou_mais_de_idade,_com_rendimento_por_classes_de_contribuicao_no_rendimento_medio_mensal_familiar_mais_de_90%"
Condado,1908.531015729999,18.70250899084665,9.649694603446477,25.624804438032108,12.290760395647936,33.73223157202688
Correntes,1749.304318020001,6.4616026477279656,5.3054172172310885,34.481028902548175,14.76414013042224,38.98781110207045
Cortes,904.7304791700001,12.598277023292692,4.570915853076885,27.885327642708386,15.554183861374904,39.39129561954714
Cumaru,2770.7012467100035,8.122900537084002,8.243877475827583,46.77782973494481,9.664115049139602,27.19127720300382
Cupira,2736.85989861,7.29211603565679,4.86895249945671,45.297873943041076,12.746735305931429,29.794322215913972
Custodia,3245.584126520001,5.456287792788744,5.4681259743000625,43.69540235922336,17.081850558421614,28.298333315266177
Dormentes,1233.361741679999,2.4910595117171566,11.9467808438175,48.12563445591312,20.476016105056345,16.960509083495943
Escada,4563.467163230001,10.613139058224219,10.076976701077292,29.673139564601513,13.010535980054236,36.62620869604272
Exu,2882.3998509100006,7.0072271068233025,6.765334330642412,41.8151434260407,11.855430522316862,32.55686461417669
Feira Nova,1885.0379831499986,7.127584270502665,7.94425993845259,43.39563488598986,12.92065458293841,28.61186632211658
Fernando de Noronha,70.30513139,35.82070024206237,0.0,9.942806181846182,13.194087055385845,41.042406520705605
Ferreiros,1111.7811578700002,15.674670785379238,11.198537451248843,30.678137331760897,11.35355463406402,31.095099797546986
Flores,2582.9999999299976,3.3826316772113016,3.910301216133848,49.68571982713051,17.331157476273027,25.690189803251407
Floresta,2068.03937497,7.381968547490281,12.365204884153115,41.848320952910015,13.743688642007754,24.660816973438823
Frei Miguelinho,2080.6803586500037,3.444829144564285,7.10836338821224,51.74164468195927,8.182690610414856,29.522472174849206
Gameleira,1747.1452471100006,11.281283049936977,8.156946702384117,28.59526000808478,15.66721718773997,36.299293051854114
Garanhuns,10736.246586809997,10.816244858483994,12.64968108210642,29.99480810822951,15.89862466913744,30.64064128204265
Gloria do Goita,2625.5163814099997,5.793596023130136,6.706620942712864,38.29244864471483,19.324177639582242,29.883156749859918
Goiana,5693.500983419999,15.280095923991938,10.636097503336964,27.359472871721636,15.923949071585147,30.800384629364295
Granito,566.0179435700003,3.2442179878930006,4.374762178707795,51.3108199641523,16.286852153230218,24.783347716016635
Gravata,6938.010653769997,10.600828807323163,10.957413095018895,34.960447490693774,14.84118398147008,28.640126625494123
Iati,1601.6705900599998,4.2777611691948065,10.295472403212619,41.82190111856316,15.178969204328876,28.42589610470056
Ibimirim,2121.5050615100017,9.150779300136247,8.503824085698486,36.28236642349253,11.263685195731666,34.799344994940974
Ibirajuba,1039.8117548,1.2065109085454628,4.197366866505056,52.57040910593867,12.17341348236122,29.852299636649594
Igarassu,5418.731686549997,14.023373843479725,10.058579305059135,29.595981793869953,13.49701587910966,32.825049178481585
Iguaraci,1377.0680730699999,1.24747712011814,7.680546205258191,52.37877797006589,15.609055493589509,23.08414321096827
Ilha de Itamaraca,1001.70187281,13.297889992591235,11.037243154977187,27.419648738352443,14.23322088038495,34.01199723369418
Inaja,1073.99999996,5.116214533710101,4.3186112580751805,43.66570459846056,15.878564236159354,31.020905373594815
Ingazeira,443.0,0.0,10.233352453724605,44.75330937471784,14.466121889390514,30.547216282167046
Ipojuca,3644.38910023,11.982561319603334,8.864925903757385,33.32709360818107,9.58730379936514,36.23811536909306
Ipubi,2000.71589156,5.743763297166461,8.427896951351988,45.68465825486694,12.773292578324883,27.370388918289727
Itacuruba,282.51002761,4.648495591855285,19.715109994923413,33.10073901486175,13.891439564820196,28.644215833539345
Itaiba,2347.8260955600017,1.9959565616303712,7.681919758924099,45.830183322131894,19.39038276816722,25.10155758914635
Itambe,3088.1986530299996,15.096972195832084,7.673806775269579,32.37674721731339,11.22600465970193,33.62646915188305
Itapetim,1922.7910345100001,5.723767918860015,6.388370561094437,46.69842438644523,13.192541664031806,27.99689546956852
Itapissuma,1397.5401756899992,11.629727576150358,10.129098907665341,30.45575096900922,17.414884999627112,30.37053754754804
Itaquitinga,1129.5666543700013,12.331734872050538,6.719817287128997,26.44608964015585,15.075731845587889,39.42662635507661
Jaboatao dos Guararapes,36593.64250357997,19.09533084703551,12.988792165401414,21.334497160090663,16.347408248372012,30.233971579100476
Jaqueira,841.2710352599998,19.99887538360369,8.361483948898842,19.757305032929253,9.646191463720125,42.236144170848114
Jatauba,1592.7365800199984,2.237335153660662,11.043604684949939,43.097923133741396,18.809329345988797,24.81180768165932
Jatoba,975.9718973900002,6.333869708268648,11.610901610286579,39.78598491497698,16.964795933446567,25.30444783302122
Joao Alfredo,3238.909244750003,2.0534975269161544,8.918692221099777,51.89710141537917,12.419435195722754,24.711273640882066
Joaquim Nabuco,1154.9483063199993,13.695203954537464,7.421484548785623,33.862331983163294,10.381339539085808,34.63963997442786
Jucati,1053.0413383099994,3.4514588428531847,4.661422294093227,48.46291115494323,15.800476945855529,27.623730762254894
Jupi,1403.6317112900008,3.5069439129984032,11.313498177813024,33.05789545774458,21.49039597308426,30.631266478359642
Jurema,1718.07038982,6.181111042320333,6.47908946394579,38.95991106628224,16.278092370202636,32.10179605724905
Lagoa do Carro,1045.89498432,4.64652929582566,11.529967660988811,42.503146853603226,15.7126212634862,25.607734926096104
Lagoa do Itaenga,1540.4515169300012,6.672524509232621,15.66128759383491,34.84367506156249,12.233981622192374,30.588531213177518
Lagoa do Ouro,1000.5506944200004,7.27007260058586,6.569636826658131,38.833158314405274,15.005425167090749,32.321707091259945
Lagoa dos Gatos,1924.7928684500002,9.884975509246201,5.158425295910182,33.974317645233285,14.265500306072685,36.716781243537646
Lagoa Grande,1230.354271049999,5.936265598336101,18.320035349464,28.55458903395175,14.791649669707557,32.397460348540676
Lajedo,3760.807895140002,4.015743515247483,10.735110726653339,44.50330451079033,14.847839330788604,25.89800191652017
Limoeiro,5767.547386859998,8.108635317769124,12.98252845509174,36.762540075710476,13.955705078969613,28.190591072459036
Macaparana,2336.58165946,12.868332189147157,8.42008660401231,27.58639502969336,15.928646032684119,35.196540144463064
Machados,1054.3577843900007,3.950747077198233,8.111372806857904,36.26987568942226,17.812393200914762,33.85561122560679
Manari,995.4716206199998,5.857324825963857,3.7347617470847125,39.19391481868643,12.269924094262624,38.944074514002395
Maraial,932.6323309100001,21.809461590456973,6.030875307005392,16.53403576407654,11.678717558903804,43.946909779557295
Mirandiba,1245.47422126,5.77268597556874,8.601799321997797,52.117956102962445,11.967141641776738,21.54041695769431
Moreilandia,1079.7878565600004,1.6392583962177982,4.829904228238748,53.10677393399036,12.451797293622265,27.972266147930743
Moreno,4015.7285629099997,11.72482048260771,8.700664730855479,33.47341604796924,13.40669945181417,32.69439928675341
Nazare da Mata,2331.4879064300017,16.662132834085252,11.658651504489837,29.806709489825284,11.022827330188246,30.849678841411325
Olinda,32067.663765909983,18.192707734424644,15.875641520827,21.61177738219725,17.105093419531006,27.2147799430201
Orobo,2776.589120279999,3.77316034788162,6.484852604401277,56.47728564577342,10.118264480978338,23.14643692096548
Oroco,606.0606298299999,3.1208759304008065,16.52663252653374,47.491104969272605,12.82878061256164,20.03260596123122
Ouricuri,4573.312970219998,3.43468025308672,8.702885480869545,47.973104414160844,14.721386116892262,25.167943734990683
Palmares,4753.533644299997,12.188857001880386,10.760099959602181,22.226639052127453,21.022336126689122,33.802067859700934
Palmeirina,1096.18889333,5.5552932756879825,10.18262134374658,38.67701100875558,17.35513577975361,28.229938592056246
Panelas,3029.708172809998,6.743592028881949,6.714454755928653,35.12960366386903,19.498027477745694,31.914322073574773
Paranatama,1546.7775989600023,1.6021966969694164,6.172142379369223,42.76071186670342,26.149678304234307,23.315270752723492
Parnamirim,1739.9999999699996,2.7621397328062445,8.443832154743285,50.07771225488642,16.498152087640772,22.21816376992331
Passira,3097.947778080002,0.8271194624810839,10.025931211871415,48.07108968934792,11.897109558393664,29.178750077905818
Paudalho,2936.54348386,14.596428185922106,11.07234848443679,25.208256404804253,8.387038427105473,40.735928497731386
Paulista,17259.061444370007,17.572851639040596,16.73315955527857,22.457750434478978,16.887515748608465,26.348722622593275
Pedra,1961.8658587699995,3.8135660404889706,10.941992525655477,43.86995490454178,16.194187951728185,25.180298577585607
Pesqueira,6768.731141070008,6.602792656044978,10.503098934102674,36.630515399050836,18.834313133147603,27.429279877653777
Petrolandia,1830.9412856300007,8.956097593461415,10.90229471019413,29.5457663877988,20.740590752987153,29.85525055555846
Petrolina,12058.768201140021,13.149751384142947,15.040241070879343,30.77326903828517,17.600887279012024,23.43585122768033
Pocao,1299.6352470700017,3.036994372766042,8.09766786313787,37.398440007361565,18.44562394644624,33.021273810288136
Pombos,2231.44091394,11.25239327698154,8.811459926260316,30.195310884584657,17.749018091215724,31.991817820957785
Primavera,892.0291346499998,9.731247131749726,7.54389808651302,34.49890642873971,15.503096177936037,32.722852175061526
Quipapa,2098.5869448099984,10.946259964978392,8.1295553568521,32.83084060128751,15.930552304101383,32.1627917727807
Quixaba,598.2458004099999,1.1866263557779817,5.249374516039656,55.170814888094434,6.785994292342283,31.607189947745656
Recife,129696.8122260899,18.567335611812194,15.000485523935156,20.326253058282116,19.503743634981564,26.602182170989003
Riacho das Almas,2214.2446232900015,4.00411193720162,6.834827304452659,46.21406346285066,13.180518506864914,29.766478788630064
Ribeirao,3762.9924198099993,16.575498331497926,7.961142669140059,21.405077952314077,16.17241147965766,37.88586956739029
Rio Formoso,1379.8931439800003,12.716108661421337,13.451137868881984,34.854965204970306,11.28247886216445,27.6953094025619
Saire,1587.665444130001,2.167977978437478,15.731376153800635,43.115542993700686,19.402451693391935,19.582651180669174
Salgadinho,640.0111724199992,4.444072867111595,9.767072275259965,49.27162750575542,14.281790577870817,22.235436774002334
Salgueiro,4285.257769379996,7.114325110811459,12.313463264459445,40.238649304624744,15.43954801453463,24.894014305569854
Saloa,1957.4032500899996,0.4526504791280293,8.10837327631404,48.85796344498904,15.835256768156913,26.74575603141197
Sanharo,1747.6348654500005,6.74385075452547,7.225678613792386,36.7113424310632,15.373478602512277,33.94564959810667
Santa Cruz,1055.2507978900003,3.761487384739947,6.340434467690822,46.39462335294381,11.406937770687911,32.09651702393748
Santa Cruz da Baixa Verde,1108.6671726899995,5.308361809541551,8.508418966814322,41.042272996679706,19.229845801487677,25.911100425476803
Santa Cruz do Capibaribe,3773.961080289998,11.987778682000494,21.436004019623745,29.93491289961022,14.101438038653702,22.539866360111876
Santa Filomena,1090.9999999799995,1.9710869441241272,9.761290680288939,45.63098353979161,14.996021069019186,27.64061776677619
Santa Maria da Boa Vista,2126.3772898600005,9.122264713557543,17.14017074335835,32.64858039401408,23.539238358445548,17.549745790624463
Santa Maria do Cambuca,1375.00082723,3.1714886890541174,3.409167092243423,57.52239270600084,5.354647899254268,30.54230361344742
Santa Terezinha,1040.3333332999996,6.637190185089306,7.838816490799068,44.00028015712919,13.63112371591257,27.892589451069956
Sao Benedito do Sul,1026.0756764700002,15.217840224727839,4.952154393213086,30.808109910326138,9.52274103467229,39.49915443706065
Sao Bento do Una,4451.154614559997,3.5922702077561084,6.391974189108793,47.81992275414157,17.821267315119186,24.374565533874375
Sao Caitano,3837.369967839998,6.862287656569782,7.547668117156549,42.12023189517474,8.898644662667513,34.57116766843146
Sao Joao,2187.1691152800004,4.9776864376608785,15.002613581528767,32.85092369220005,18.278614153657692,28.89016213495257
Sao Joaquim do Monte,2234.8422419700014,1.761340579248295,5.658578518210124,47.827003080441486,13.03669759272032,31.71638022937972
Sao Jose da Coroa Grande,999.20465517,18.006251755241205,8.182174197946496,22.861446666412462,14.847726917841358,36.1024004625585
Sao Jose do Belmonte,3039.0344744500007,3.341928477411582,6.5725088994309235,48.846253947107776,16.316771658200487,24.9225370178492
Sao Jose do Egito,3676.825336510003,5.548173383009569,8.91202657129831,43.37567936185434,9.353519875557579,32.81060080828013
Sao Lourenco da Mata,6362.568394270003,16.355591004525387,11.114244217584302,26.915356121314943,14.290437816257365,31.32437084031797
Sao Vicente Ferrer,1544.8810133399993,8.136991547861964,6.144732918606201,32.53255676134002,18.22130018229745,34.96441858989442
Serra Talhada,6925.799162090004,7.681239119406714,11.088018405203938,36.12053550864272,14.703681495041973,30.406525471704605
Serrita,1684.6967975400007,0.8197209824441485,19.92219701610911,42.176429046315036,21.765304360133307,15.316348594998344
Sertania,3699.4632728399974,3.637302993866478,8.033703376972385,40.082094938103545,12.621788200955471,35.6251104901022
Sirinhaem,2062.3053617399996,12.709001781814862,9.44102920654418,30.13834676527208,14.778637325214136,32.932984921154755
Solidao,526.0000000199998,1.369256914396607,7.1178691461171955,55.0209927621665,9.075425459730974,27.41645571758874
Surubim,5491.385223649993,8.263213167339831,9.418703090114263,40.49258797149224,14.118979609022189,27.70651616203161
Tabira,2667.3125994299985,5.124434086173827,7.523595388590174,47.79139452617635,17.085823472186558,22.474752526873164
Tacaimbo,1403.8229371300001,4.196532494364315,6.2681409501611105,51.660336771006996,12.545819853183552,25.329169931284014
Tacaratu,1639.7572761099993,2.602770566217446,7.04912297411547,44.79369176897174,13.547261582945284,32.00715310775009
Tamandare,1079.68378923,10.74246626437885,6.187826860644659,31.724791352501548,17.23032439828271,34.11459112419223
Taquaritinga do Norte,2075.21814271,5.14972065252102,11.922432956224165,46.076226933489224,13.313417272808067,23.538202184957516
Terezinha,764.94966631,4.109271918717494,6.131354004799684,48.7323782175401,12.538292617691171,28.488703241251574
Terra Nova,695.8849756299999,0.5708919130497654,20.0893316504552,38.20206744502954,24.114782226484625,17.022926764980888
Timbauba,5297.426389500001,12.894459559908528,11.722449425835475,29.598133114748016,14.503841175271507,31.28111672423644
Toritama,1545.3380306299998,12.685856876251156,26.30779245912048,29.69553306359245,13.129221854928783,18.181595746107153
Tracunhaem,898.6851520799997,10.89935142728168,7.356167669733024,38.82886481570987,13.287577332686359,29.628038754589063
Trindade,1637.6910296199997,6.75459278638581,12.093441006754194,37.97201228392229,15.914946010938147,27.26500791199957
Triunfo,1974.7932222899983,5.3667637089163795,14.531502206455258,39.961906300492174,14.989111278027863,25.15071650610836
Tupanatinga,1917.9999999099987,5.038265432978858,4.707569387603591,44.247007149625794,14.162147927150476,31.845010102641343
Tuparetama,1037.1034284599998,5.448850105906245,5.862240300398824,37.980259569182635,15.378835218666095,35.32981480584624
Venturosa,1298.58992607,7.80681383050674,10.16172948063412,39.82757017723244,21.85414902754313,20.349737484083576
Verdejante,919.0000000100005,2.3855647986682733,8.226099318735294,43.6297666360867,12.44908630345539,33.30948294305426
Vertente do Lerio,1051.86006335,2.432594602794224,3.2658646750589173,53.75354864878662,8.928369165466709,31.619622907893536
Vertentes,1922.8855301000006,3.999195045479425,11.845068547484198,39.03333783061784,13.036911110198169,32.08548746622032
Vicencia,2043.553991009999,11.889370621420065,15.855169953198203,27.44622375809084,10.382068711340542,34.427166955950405
Vitoria de Santo Antao,10058.475864490008,13.059908689820213,11.412864252055394,25.599989054410845,16.754891094580838,33.17234690913264
Xexeu,1017.8125778200002,10.24592177406189,5.599082281146495,24.315420856762856,17.157659452788153,42.68191563524061
