municipio,media_de_anos_de_estudo_da_populacao_de_10_anos_ou_mais_de_idade_total,media_de_anos_de_estudo_da_populacao_de_10_anos_ou_mais_de_idade_por_grupos_de_idade_10_anos,media_de_anos_de_estudo_da_populacao_de_10_anos_ou_mais_de_idade_por_grupos_de_idade_11_anos,media_de_anos_de_estudo_da_populacao_de_10_anos_ou_mais_de_idade_por_grupos_de_idade_12_anos,media_de_anos_de_estudo_da_populacao_de_10_anos_ou_mais_de_idade_por_grupos_de_idade_13_anos,media_de_anos_de_estudo_da_populacao_de_10_anos_ou_mais_de_idade_por_grupos_de_idade_14_anos,media_de_anos_de_estudo_da_populacao_de_10_anos_ou_mais_de_idade_por_grupos_de_idade_15_anos
Saloa,3.0862650859200333,1.261931397749999,2.204115375619081,2.8757835883768323,2.792082923814678,3.731456178180258,3.76111569418243
Sanharo,3.654258381889787,1.675142359882864,1.8519929066171683,2.4579821033005698,2.838388020043,3.9200821690966787,4.082018937398597
Santa Cruz,2.2498785992963772,1.2409652629267307,1.4543348621565337,2.2242061084581417,2.638938723903593,3.0031281135956336,3.6740467492597317
Santa Cruz da Baixa Verde,3.8872767132998844,1.9835287608350833,2.848875428144389,3.112298192844069,3.9003032900003234,4.400596054615961,5.117408887098074
Santa Cruz do Capibaribe,4.175414767640971,1.82681928170385,2.3392620787943255,3.1149353331255245,3.3284722797904127,4.45441689687381,4.560796569766143
Santa Filomena,2.107214695280611,1.1665855072686109,1.4707419922282783,1.883957473182724,2.273479147356745,2.858215810136633,3.537476755766668
Santa Maria da Boa Vista,3.9376091587262905,1.6328852730802796,2.5196908765858437,2.7106488492038534,3.402140239671351,3.9017856352506244,4.492306055507774
Santa Maria do Cambuca,2.6475884336697972,0.828448049275605,1.808123018082457,2.519802836595343,2.607353759004439,3.1420058062763507,3.2797338074168634
Santa Terezinha,3.7542451760967785,1.5433827140648577,2.1658119205094732,2.5343908422487194,3.0034138357173252,4.52044206397667,4.021241471340307
Sao Benedito do Sul,2.5604401521312026,1.4958130622145338,1.9929324496230987,2.733719340477434,3.0237146358783127,3.3455422988687507,3.633654554986977
Sao Bento do Una,3.4052710789761633,1.8306281432129559,2.526333693972838,2.6190120132516492,3.376201482181209,3.7785862525009493,4.207090365385616
Sao Caitano,3.2503339787713585,1.6586665274401462,1.929494664674805,2.60479150621,2.9787106137824773,3.7178541553748135,3.8549217380959218
Sao Joao,2.933239273839073,1.438075488489299,2.034078799529884,2.3897163915394657,2.6692776788518557,3.331303019740489,3.610545158355615
Sao Joaquim do Monte,2.704418446816944,1.564917182508025,2.0340332049333427,2.557566436379732,2.9783471903555037,3.3361505099918727,3.445953199471442
Sao Jose da Coroa Grande,4.143698821877795,1.6521422285962748,2.2175579862243184,2.6149528071646406,3.5793294398077315,3.475140297814715,3.656397028269125
Sao Jose do Belmonte,3.520133397715628,1.5987201120447934,2.1550304531896702,2.76733681906673,3.1929232087489408,4.0034744038023975,3.7566897327517053
Sao Jose do Egito,4.264836319662937,2.233340990593837,3.013535556645428,3.764988115519063,3.8669215393341023,5.161375478917631,4.819767246844263
Sao Lourenco da Mata,4.922590224091809,2.109321013409076,2.4083013660655777,3.267117329170795,3.5902305987808707,4.512038806411144,4.700704011686553
Sao Vicente Ferrer,3.2417211683944043,1.9803771611653709,2.2561841361165036,2.7803480265240044,3.2081288265434407,3.8435753316915053,3.8986810950555317
Serra Talhada,4.351805518486806,1.8822210543943583,2.2464818446082533,2.8145871102266047,3.6028346352094434,3.9834820066380665,4.536887429722778
Serrita,3.192246840731359,1.7105239358066793,2.3881536924126845,2.5579693249269138,3.0687954276565788,4.131457433583341,4.3835384399196675
Sertania,4.0062797687705505,1.5760899268231,2.0854095145130422,2.9627183917814155,3.656323093942961,4.285078652759595,4.5462581753744455
Sirinhaem,3.4651092617024233,1.421383295556542,2.219439066927608,2.8923261077453497,3.004138159563342,3.6941810493074043,3.9876767468372187
Solidao,3.2663675879098237,1.9039778707208388,2.7003018471862807,2.8263246458126656,3.520590494956651,3.3303925178965677,4.611513902761049
Surubim,4.057655794250604,1.9323727877687482,2.371544581802914,3.2058387017201397,3.78888803103731,4.244329882369064,4.3011074527110225
Tabira,4.205327584377683,2.2483535516385107,2.5349562459406187,3.1648542900947154,3.356138030215692,4.210966113676805,4.717418444010289
Tacaimbo,2.896979089759813,1.500502487927909,1.8301308953129976,2.310153868724768,2.9442179618637776,3.788783497027207,3.3633877233602463
Tacaratu,3.6692601629643113,1.8240095150921747,2.5786243635383466,3.3127319617903996,3.1732730319490456,4.488921949693248,4.5903374627365
Tamandare,3.3352859045631504,1.3774971844710868,1.5657679766410662,2.3906084862117503,2.982516284906624,2.8200697720094556,3.7359869018825447
Taquaritinga do Norte,3.8134116790551644,2.2240078749062615,2.459109037127762,2.9204958659308846,3.7387856452791306,5.223590999182189,4.6907691430984455
Terezinha,2.717860708944627,1.2454745507164802,1.6197579140888907,2.3768270663233118,2.5241685043965925,3.548865566885481,3.274463152376152
Terra Nova,4.100037968333288,1.9014911325349373,2.7948846283994118,3.349980840342914,3.6811611840847003,4.077941374375161,4.719361287789455
Timbauba,4.261428991731754,1.5540308928546975,2.1553804879785208,2.8170876051814098,3.6528035169161464,3.7702055314212393,4.31362648659504
Toritama,3.6258120695316554,1.7638111291610292,2.4899786055821216,2.620546366323403,3.8228094187143764,4.0197978405450066,4.117952212159413
Tracunhaem,3.5227353860488146,1.65805959670907,2.3778756183241248,2.889482265059974,3.0892137238999693,4.073976994659911,4.514141332903779
Trindade,3.6769031287186626,1.490333244578014,2.467513906920914,2.7461248361317816,3.136758780375179,4.419842254845648,4.39988651841121
Triunfo,4.791976264169283,2.4645179736877063,3.0891189720577015,3.6816252096003637,4.466870248066919,5.543200525120745,5.2044075191198225
Tupanatinga,2.1796710751516377,0.9470799709205477,1.1203557857066058,1.7761786990876212,2.0991300675877773,2.1863955834273456,2.6357142397579665
Tuparetama,4.3135271937434805,2.1215587787620693,3.1077227835200048,3.813347416710976,4.091374584415524,4.964707941335265,5.369172580579898
Venturosa,3.6492917093026755,1.8361300711565145,2.3726924928474324,2.941921179687156,3.7206810308836844,3.5622467022179216,4.184559229315538
Verdejante,3.842006734109908,2.1291677383511733,2.5482119788397983,2.916222010548626,3.3479390675272325,4.323737899512034,4.693034500395404
Vertente do Lerio,2.602938038926377,1.3223318114695928,2.050730248938611,2.5842790941637594,3.207062042623505,3.5214071536755474,4.805642320593888
Vertentes,3.4320007981203067,1.31313039620003,2.1221772568970128,2.622321791146062,3.0533197352912405,3.79178371640226,3.7006617431062154
Vicencia,3.6752352956155763,1.8213918591172549,2.2109680422256,3.150754300539664,3.5676686358311227,3.846248810541249,3.9825583435599032
Vitoria de Santo Antao,4.511508625242282,1.8290093299376757,2.4859384374192364,3.359281157819867,3.870530350445278,4.431652270004015,4.684747177297293
Xexeu,2.8249830027082288,1.5103757280611951,1.8394307813077533,2.2952425827965413,2.8192651689988737,2.9974198278586535,2.90540220352614
