municipio,"pessoas_de_10_anos_ou_mais_de_idade,_ocupadas_na_semana_de_referencia_total","pessoas_de_10_anos_ou_mais_de_idade,_ocupadas_na_semana_de_referencia_por_posicao_na_ocupacao_(%)_empregado_total","pessoas_de_10_anos_ou_mais_de_idade,_ocupadas_na_semana_de_referencia_por_posicao_na_ocupacao_(%)_empregado_com_carteira","pessoas_de_10_anos_ou_mais_de_idade,_ocupadas_na_semana_de_referencia_por_posicao_na_ocupacao_(%)_empregado_sem_carteira","pessoas_de_10_anos_ou_mais_de_idade,_ocupadas_na_semana_de_referencia_por_posicao_na_ocupacao_(%)_trabalhador_domestico_total","pessoas_de_10_anos_ou_mais_de_idade,_ocupadas_na_semana_de_referencia_por_posicao_na_ocupacao_(%)_trabalhador_domestico_com_carteira","pessoas_de_10_anos_ou_mais_de_idade,_ocupadas_na_semana_de_referencia_por_posicao_na_ocupacao_(%)_trabalhador_domestico_sem_carteira"
Lagoa dos Gatos,6000.2594775500265,25.521772868150666,4.567309603615641,20.954463264535026,4.462572028457208,0.34182012722513966,4.120751901232069
Lagoa Grande,6615.967777490009,44.43252525778248,19.133737182593336,25.298788075189144,2.4785566348724206,0.0,2.4785566348724206
Lajedo,13034.34248129999,31.43483038218703,5.805587802266555,25.629242579920476,5.901894123494563,0.14352396576075085,5.758370157733813
Limoeiro,18425.169756809977,48.971822170620904,25.16829996437914,23.803522206241766,5.35394217453762,1.3932799410171943,3.960662233520425
Macaparana,6326.144393100005,52.28259387040701,26.175862211683526,26.106731658723493,8.383961062736615,1.6857270925765635,6.698233970160052
Machados,3500.9717312599996,48.94859626653566,12.625840166407587,36.32275610012808,4.325419866943618,0.43098936233254126,3.8944305046110768
Manari,6540.071700639977,2.4327252717188266,0.8919347245733072,1.5407905471455192,0.3478635024410169,0.0,0.3478635024410169
Maraial,3239.6701584700004,73.1622697268472,32.1548978622555,41.007371864591704,3.9992704945984023,0.5356139465196325,3.4636565480787693
Mirandiba,4354.79376651999,29.60234591844207,4.439975188412001,25.16237073003007,5.572764762725672,0.09258626599031834,5.480178496735355
Moreilandia,3710.7583533899938,25.9805766131136,11.046173263088805,14.934403350024795,1.7935510790994709,0.22268062867664612,1.5708704504228246
Moreno,12713.74749733999,64.27416884431362,42.054279028261725,22.21988981605189,7.667907624986,2.534908337824303,5.132999287161697
Nazare da Mata,7425.5195972599995,67.54960033855225,48.06887231200752,19.48072802654473,10.198125684422529,3.086536545733058,7.111589138689471
Olinda,123451.54352851983,59.06343373803615,41.07973830998254,17.983695428053608,8.557167416087845,3.189527769549801,5.367639646538044
Orobo,8566.118942579986,24.526991090053738,7.748123053496841,16.77886803655689,3.4331627831848057,0.573776316199465,2.8593864669853413
Oroco,4064.8518430099853,36.95190116296474,4.724164301589979,32.22773686137476,1.9446361095775324,0.0,1.9446361095775324
Ouricuri,16522.794723240015,29.419592443479814,8.119517220431385,21.300075223048427,4.9683051891056005,0.394336004963835,4.573969184141767
Palmares,14400.225880450025,57.16344229367566,31.848926862504694,25.314515431170964,6.689246452083405,1.1599933887618974,5.529253063321509
Palmeirina,3407.70999221,22.262223762709485,4.194115179305798,18.06810858340369,5.647939384806057,0.9903437040460535,4.657595680760004
Panelas,11126.169044300002,18.274339030572587,3.9950251902537497,14.279313840318835,2.408450754550432,0.06321040415616362,2.3452403503942687
Paranatama,4625.402640789995,8.710122545811288,1.9686888662831625,6.741433679528125,2.17806285493004,0.0,2.17806285493004
Parnamirim,5795.586607940004,33.327943811481624,5.9309669987345375,27.396976812747088,4.478420304416006,0.08221950550220003,4.396200798913806
Passira,10421.93125819999,32.18602238630917,14.879301743425899,17.30672064288327,3.032018777435082,0.5076536251222389,2.5243651523128436
Paudalho,12100.634299560046,56.05640717947008,34.9495980906039,21.106809088866182,14.002280496499294,5.547517278035636,8.454763218463658
Paulista,86429.68272159988,62.43545698262071,45.570362419526624,16.865094563094086,6.562451719497658,1.98584477453029,4.576606944967368
Pedra,7627.849087179992,32.9800774252082,2.222751842914105,30.757325582294104,5.058169289406338,0.0,5.058169289406338
Pesqueira,21749.011620530007,34.07211394712294,14.347169864236612,19.724944082886335,4.92499312437214,0.6151204379499973,4.3098726864221435
Petrolandia,9029.857798720037,35.2733909369147,9.193616719719271,26.079774217195435,4.466730792562122,0.43963694285005456,4.027093849712068
Petrolina,76279.06942293052,52.01258565176362,29.447711094503013,22.564874557260605,6.2234353775728355,1.1368994950786633,5.0865358824941715
Pocao,6345.783330030006,22.32693190256309,4.5352706396081635,17.791661262954925,2.2534207542715436,0.0,2.2534207542715436
Pombos,8668.8453233,37.948690288981794,12.782103574299223,25.166586714682577,6.133067720345582,1.5081461187062815,4.6249216016393
Primavera,3016.8491069499955,54.47901625088608,28.037701190337334,26.44131506054875,7.063458745718834,1.6061027559640264,5.457355989754807
Quipapa,5578.349871110013,47.39597067732683,17.94259083109168,29.453379846235144,4.573126612247391,0.7185938500846223,3.8545327621627683
Quixaba,2635.3684806799965,6.708443435370482,3.0778396172921827,3.6306038180782982,1.54747524108952,0.45195291995473574,1.0955223211347844
Recife,510090.4417986388,56.373082195789095,40.64772675692264,15.725355438866451,8.48066843359453,3.4721515741244935,5.008516859470037
Riacho das Almas,6636.881627139993,34.47621366295216,4.930866218884532,29.545347444067627,3.275270624853272,0.4463342820348777,2.8289363428183942
Ribeirao,9873.035844330034,63.73062521730336,38.881652859637654,24.8489723576657,5.781795513968744,1.4489856349722159,4.332809878996528
Rio Formoso,5019.539188020002,61.40835718618792,41.16882851920003,20.239528666987898,5.28002513462883,0.9852567386670419,4.294768395961788
Saire,5152.5482292199995,40.37319055342276,4.525108744984924,35.84808180843784,5.702370816516908,0.305723989164574,5.396646827352333
Salgadinho,2987.1839860900036,23.875078309237807,7.14170021543401,16.733378093803797,3.424212663709629,1.0940215581691104,2.3301911055405187
Salgueiro,15264.382897149992,46.28757914110762,21.202869062818667,25.084710078288953,6.935103592937586,0.3356604765173072,6.599443116420279
Saloa,6287.443847930002,19.43985614889276,2.1392112399426297,17.30064490895013,2.2036286195321657,0.19558825283264633,2.0080403666995195
Sanharo,6844.179586360002,37.75964638786532,10.179409372577991,27.580237015287324,3.46452037732266,0.0,3.46452037732266
Santa Cruz,2646.031592990003,12.133310148697566,1.873087147232231,10.260223001465334,4.04023180763299,0.44185193748154056,3.598379870151449
Santa Cruz da Baixa Verde,4085.7741282600164,20.390115475247413,3.2688065631488223,17.12130891209859,2.8722401299255496,0.15693423078995877,2.7153058991355907
Santa Cruz do Capibaribe,30988.464885990063,53.18839351319935,6.606896052684497,46.58149746051485,4.158483403618359,0.13809997322373888,4.020383430394619
Santa Filomena,3445.07931505,13.545740405202464,1.2487256026898073,12.297014802512656,2.052977713198847,0.11586480353477921,1.9371129096640678
Santa Maria da Boa Vista,15163.883540839974,26.000469626540017,6.369466636160263,19.631002990379752,1.992536834421397,0.0,1.992536834421397
Santa Maria do Cambuca,4819.3018219999885,21.361807663931835,2.9169762698460913,18.44483139408574,3.439998247530395,0.18588317397150192,3.254115073558893
Santa Terezinha,4020.611866180002,24.708773193117857,6.257069798657786,18.451703394460072,5.626119720551829,0.02964925463279302,5.596470465919036
Sao Benedito do Sul,2329.566379600001,60.17470670231335,24.727513718622166,35.44719298369119,2.3329535953953715,0.23528056585969104,2.0976730295356805
Sao Bento do Una,15578.217957180033,35.158996928179235,11.891778962664759,23.26721796551447,4.749148916221251,0.24201729872846645,4.507131617492783
Sao Caitano,11945.954532520003,31.389329967330692,14.71103773395395,16.678292233376744,3.8332540377868143,0.47364597450936474,3.359608063277449
Sao Joao,8285.732707190009,24.99949333041522,3.604543735532683,21.39494959488254,2.24034732943918,0.22493190003374566,2.015415429405434
Sao Joaquim do Monte,7679.689822730009,33.447093889748935,3.4170366903791787,30.030057199369764,3.3697085611982,0.30604807996848055,3.06366048122972
Sao Jose da Coroa Grande,3077.744349889995,54.77577105519684,24.553099972939908,30.22267108225694,10.081304073585251,2.411550321671546,7.669753751913705
Sao Jose do Belmonte,9811.916005369985,28.086991088710217,4.335077825240318,23.7519132634699,3.6433234906857543,0.04896664226814108,3.5943568484176134
Sao Jose do Egito,11073.91856500999,31.90389625884712,9.673564422125889,22.230331836721227,4.909338275141174,0.24646514510444553,4.662873130036728
Sao Lourenco da Mata,26033.911991759993,55.142244650606955,34.09770156878325,21.0445430818237,10.39707607537707,3.537121032027224,6.859955043349846
Sao Vicente Ferrer,4438.98600539,57.143166920778356,17.371104086917537,39.772062833860815,5.3286852788628725,0.5024110518239986,4.8262742270388745
Serra Talhada,25454.912399290057,40.386044983980035,17.34794040168513,23.038104582294903,6.5949375449306995,0.9188866555538553,5.676050889376846
Serrita,6138.435542879996,29.539976431832816,4.966007342922739,24.57396908891008,4.767882786510212,0.21666102669150406,4.551221759818708
Sertania,8248.85352993999,41.084365444717186,12.116341898572548,28.968023546144632,4.711150232204776,0.29700491554464825,4.414145316660129
Sirinhaem,7723.871202129998,67.3962570309881,46.03065377215963,21.365603258828468,13.360164648983641,4.93921981693318,8.420944832050461
Solidao,2181.70082643,12.880797851181303,3.704119259662063,9.17667859151924,0.7475684265421577,0.0,0.7475684265421577
Surubim,18713.19702791999,40.39460430380668,16.159636869628564,24.23496743417812,4.69089865847242,0.5129138498183635,4.177984808654058
Tabira,9719.028559839986,27.54064012056024,6.14533333041089,21.39530679014935,5.080354632151932,0.27601628398179806,4.804338348170134
Tacaimbo,4968.311786770003,22.779819592517722,7.52361358128477,15.256206011232951,2.256760168888139,0.26276422375028274,1.9939959451378564
Tacaratu,6382.85415518002,28.968632291863017,4.3650707946050815,24.603561497257935,2.620600503526347,0.0,2.620600503526347
Tamandare,4192.974308820003,44.70777418470639,18.987624188283032,25.720149996423352,19.41602842253304,6.591796214171965,12.824232208361074
Taquaritinga do Norte,7687.012381910004,54.01628623327761,13.4648958359401,40.551390397337514,4.0628215884621754,0.16339383541983019,3.899427753042345
Terezinha,2133.733890730002,23.110055152252187,3.91513438873202,19.19492076352017,1.475951251316795,0.10634021233190023,1.3696110389848948
Terra Nova,3392.709497930007,14.065954541382467,2.741440069559378,11.324514471823088,3.6477371011431408,0.0,3.6477371011431408
Timbauba,17651.426357179997,48.9103285794705,27.811781737758068,21.098546841712437,9.059989109715733,1.2342426698643616,7.825746439851372
Toritama,10296.311928420006,68.35733172907126,7.6459981093522105,60.711333619719056,3.914043332133601,0.0,3.914043332133601
Tracunhaem,3571.2392452000026,58.37789092433777,34.995414824413665,23.3824760999241,15.23639530399277,5.916939398949901,9.319455905042867
Trindade,6941.142806640008,41.716646889039815,14.257328939455217,27.459317949584594,4.60341230473364,0.1619763066860512,4.441435998047588
Triunfo,5574.650655930004,27.190551155301534,7.926824812778878,19.263726342522656,6.2705599224976645,0.24360596686994468,6.02695395562772
Tupanatinga,7413.537393109995,12.570959061947137,2.735029669890701,9.835929392056437,3.8021293437052996,0.215059021147146,3.587070322558154
Tuparetama,2398.4189145999994,28.972128621904602,10.292743943406192,18.679384678498412,6.624904266838626,0.0,6.624904266838626
Venturosa,4421.927208850009,40.5986867252589,3.7799646519615417,36.81872207329736,7.277995435245893,0.07197392832768257,7.20602150691821
Verdejante,2374.2282791100015,40.36406626111111,7.855522311018638,32.50854395009248,4.738419130117171,0.17131685043885997,4.567102279678311
Vertente do Lerio,2951.7368616200024,18.889663337537037,9.418142259721142,9.471521077815893,2.201647391574507,0.3050030945190332,1.8966442970554733
Vertentes,4983.673780269989,55.926362172706355,8.358454721878543,47.56790745082781,2.7906841439060934,0.17773058732428,2.612953556581813
Vicencia,7374.905711619994,58.69494726338876,27.847982811957394,30.846964451431376,8.34599697336056,1.4377131769012017,6.908283796459358
Vitoria de Santo Antao,37465.80763323011,45.578554972118624,22.53379967651357,23.04475529560505,7.422255331561504,1.8913858813268731,5.530869450234632
Xexeu,3020.51481999,58.641803491825414,28.37938965493431,30.262413836891106,5.6310827612679315,0.5823307379123613,5.048752023355569
