pop,taxa_homicidio,domicilios_particulares_permanentes_classes_de_salario_minimo_(%)_de_2_a_3,domicilios_particulares_permanentes_classes_de_salario_minimo_(%)_mais_de_3,populacao_proporcao_de_pessoas_naturais_dos_municipios_(%),proporcao_de_pessoas_de_15_anos_ou_mais_de_idade_com_menos_de_4_anos_de_estudo_(%)_por_sexo_homem
83486.0,38.329779843327024,4.927253811712316,3.9422232821021055,48.504268347261494,23.676763404748048
34524.0,23.17228594600857,3.830113755139433,6.441174038087293,69.5321877193921,47.70209013873922
14227.0,7.028888732691362,2.046441243330184,1.928049708469492,89.43664661624392,64.65091981342876
18713.0,42.751028696628005,2.674976038980608,3.7744421252007614,73.53169620116309,61.15434719075537
25353.0,82.83043426813394,1.0321647581438935,1.8146092515775407,77.0097183833939,60.599236532194176
34424.0,40.6693004880316,2.1941393986511617,2.2449150375655584,83.2928376147578,69.3746506826213
11816.0,16.926201760324982,2.6884121630414053,3.224804142862683,76.1396407557483,60.18254481960848
36452.0,8.23000109733348,2.2076024452232903,1.8475875568650064,83.35327953378241,56.11921464800928
20504.0,24.385485758876317,1.5187618694075282,2.6058088977455216,87.46070202651741,63.96278378200988
20905.0,33.484812245874195,2.6410285655817765,1.1618609774199942,79.82243125889491,59.41592762444
8028.0,37.36920777279522,1.7012068202439576,2.5416430607116345,78.8987769586064,59.3721337791356
13092.0,15.276504735716466,2.426518504034085,2.6313775347222386,72.0105420886577,57.55265908665077
65941.0,18.198086167938005,3.3944202797141125,4.743337376670008,77.3960236276038,58.194835283630454
60653.0,46.16424579163438,6.554921717061701,8.90308276848896,60.5235078147019,38.25817241562018
11252.0,8.887308922858159,1.7095754351865329,2.097741433680115,72.19277786856308,66.98480866935229
36867.0,35.26188732470773,3.101947326865688,4.059112861323228,77.7550758325315,48.4462507183953
15478.0,6.460783046905285,3.0707976187302344,1.5228078672951395,85.4700000828656,62.737978532187654
20407.0,24.50139657960504,3.7691207102715856,7.451507464242993,76.1522256231833,55.09967515117003
73253.0,34.12829508689064,3.705025781712172,4.434243297299076,76.92837747283771,55.942593587869645
10262.0,19.489378288832587,0.5681247679438921,1.289762872539976,91.20424043419659,62.475574071342365
52597.0,47.53122801680704,2.9787539884101863,3.3030689034617136,78.73496615235051,55.31727832751886
24427.0,4.093830597289884,1.4900906866132313,4.054569170377939,85.8051168541219,65.0742434499594
40523.0,12.338671865360412,2.547918511747324,3.090044439769392,87.63029732344829,60.483405259977005
38598.0,15.5448468832582,1.5335549551786598,1.6008578773956141,88.34961257600979,61.093793471956644
33761.0,2.961997571161992,2.2234908228811734,4.400243096025504,84.7545741499077,62.14946601334647
7778.0,12.856775520699408,1.4452411183495326,0.8749785356958039,79.9419902635239,59.89799593808314
6799.0,0.0,1.6596294385677626,1.1376947253966778,81.21527182518508,68.11945202302047
37837.0,63.42997594946746,2.044604450324749,2.185716931122703,82.2274984760217,65.93201740491395
12997.0,0.0,1.374494358220623,1.8626333945706035,81.111261362134,55.82415264093552
38601.0,25.906064609725128,1.5896131864739815,1.8428035901434447,90.307725568198,70.17069118518701
152863.0,45.79263785219445,4.975890098644118,5.4229506241278935,69.9170248714105,32.85037913567284
27549.0,21.779374931939454,2.4159906877100994,4.974211042040598,74.7805243597072,54.49986827212317
15294.0,6.538511834706421,3.3718056133259533,2.4089215554269723,70.9801321465465,59.32344308947605
18963.0,5.2734272003374985,1.2877065285685056,0.8327790032956512,90.48672496497541,73.87312711407822
11400.0,0.0,2.4673797065208234,1.3525685200973327,84.0103369174099,60.65717150451029
7204.0,0.0,1.3800384762523088,1.2045288682793875,83.2149275090059,61.640863801610784
121441.0,40.34881135695523,5.7736209255208095,6.8325313065802025,53.15331504621921,27.810494608922475
14733.0,47.5123871580805,1.8496694484003824,4.22668588292274,74.9168108433675,58.739202771479924
7959.0,0.0,1.7050574296777723,1.8143695904171648,79.26201778489241,54.509481138866434
22206.0,36.02629919841485,3.140621166931504,3.0487111395209743,85.4092962558086,65.20955063100251
19071.0,5.243563525772115,1.8330687701153,0.910030532694824,88.23145875616311,63.01860809604412
17811.0,28.072539441917915,1.8558601401879065,1.5409716217479767,84.6987407639274,57.44711847217074
10985.0,18.206645425580337,0.2971178582001397,0.4971443140431236,96.7779923063341,67.97068433126633
55233.0,38.020748465591225,4.203313851741015,6.8848848203009085,70.5209348986677,39.62608664713604
248110.0,43.93212687920681,7.545201547252808,10.481366397893158,70.3428619525255,37.7446830897885
12607.0,7.932101213611486,1.2326223128694231,1.229774833155082,89.53909925705891,65.9466543308654
30825.0,22.708840227088398,3.1219778685184383,2.940596524213156,78.679394325292,49.235584471009034
7993.0,0.0,2.785215656498028,3.452696314389878,76.7939755790084,55.94165489535846
16181.0,6.180087757246152,3.8686486529087674,1.5735241057377378,82.9417822301634,62.46790882539195
10759.0,18.589088205223533,1.4938761536806888,2.3531494359093577,76.3786269418074,52.188843875947846
21718.0,18.417902200939317,3.7931696259055774,1.4591412488979347,70.44473420800891,51.985791327857896
19102.0,0.0,2.66924640314512,2.509653153079342,84.9393449133255,57.57338276262902
14399.0,41.669560386137924,1.166734923013066,1.6110408092488524,84.28492441285191,62.47161009090261
23794.0,0.0,0.10016122004492116,1.5534219321005516,93.98769585759159,61.07799348446135
